date,symbol,open,high,low,close,volume,adj_close
2022-03-22,SYN_A,101.6354,105.8664,101.4740,105.6825,2286309,105.6825
2022-03-23,SYN_A,105.5990,107.6241,105.5397,106.9074,2227640,106.9074
2022-03-24,SYN_A,106.9718,107.4469,106.5275,106.7469,2921168,106.7469
2022-03-25,SYN_A,106.3968,107.5696,106.1476,106.5266,3216169,106.5266
2022-03-28,SYN_A,106.8677,107.6209,106.6756,107.6125,1802647,107.6125
2022-03-29,SYN_A,107.3194,107.5696,103.6448,103.8733,3349887,103.8733
2022-03-30,SYN_A,104.0771,105.0182,103.3964,104.9910,2576060,104.9910
2022-03-31,SYN_A,105.0521,105.4096,104.3337,105.2743,2030769,105.2743
2022-04-01,SYN_A,105.2539,105.3646,104.5459,104.5792,2599557,104.5792
2022-04-04,SYN_A,104.1746,104.5123,104.0979,104.4279,2347474,104.4279
2022-04-05,SYN_A,104.8128,106.1588,104.5605,106.0871,3036522,106.0871
2022-04-06,SYN_A,105.8064,106.0658,103.5748,103.9275,4775008,103.9275
2022-04-07,SYN_A,103.6068,103.9436,102.2581,102.6041,1490841,102.6041
2022-04-08,SYN_A,103.0029,104.7563,99.6374,101.6070,4385403,101.6070
2022-04-11,SYN_A,101.7801,102.4799,101.5170,101.7125,1878209,101.7125
2022-04-12,SYN_A,101.5144,103.7186,101.1724,103.0964,1584183,103.0964
2022-04-13,SYN_A,102.8721,102.9825,102.5730,102.8470,1649874,102.8470
2022-04-14,SYN_A,102.9928,104.2527,102.7478,103.9587,3845783,103.9587
2022-04-15,SYN_A,104.1542,104.4329,102.9831,103.1139,3062337,103.1139
2022-04-18,SYN_A,103.2733,103.3339,102.5359,102.6609,1628504,102.6609
2022-04-19,SYN_A,102.6511,103.5548,102.6311,103.5537,2340271,103.5537
2022-04-20,SYN_A,103.4050,103.4709,101.3487,101.9331,3332400,101.9331
2022-04-21,SYN_A,102.0794,104.3580,101.3724,104.1626,2368293,104.1626
2022-04-22,SYN_A,104.0430,104.3669,103.9961,104.2960,3914677,104.2960
2022-04-25,SYN_A,104.1330,107.0526,103.5139,106.1771,2545660,106.1771
2022-04-26,SYN_A,106.2851,107.6491,106.2227,107.3681,1450876,107.3681
2022-04-27,SYN_A,107.1566,107.4611,106.0107,106.9799,3147614,106.9799
2022-04-28,SYN_A,107.2088,109.1608,106.9267,108.7958,2835311,108.7958
2022-04-29,SYN_A,108.8161,108.9093,107.4774,107.7638,2895196,107.7638
2022-05-02,SYN_A,107.8556,108.9181,106.2855,107.2070,1673591,107.2070
2022-05-03,SYN_A,107.1329,107.2829,106.7765,106.9779,2159439,106.9779
2022-05-04,SYN_A,106.8447,108.7318,106.5963,108.7130,1550044,108.7130
2022-05-05,SYN_A,108.5586,112.5265,108.5222,112.0772,2819205,112.0772
2022-05-06,SYN_A,111.7924,112.2726,109.0387,109.5123,4063261,109.5123
2022-05-09,SYN_A,109.5370,109.8333,109.0722,109.3172,2734877,109.3172
2022-05-10,SYN_A,109.1990,110.4274,108.8554,109.6730,1749048,109.6730
2022-05-11,SYN_A,109.6524,109.6576,109.0876,109.1396,2563388,109.1396
2022-05-12,SYN_A,109.3207,110.5993,108.5913,109.8570,3438971,109.8570
2022-05-13,SYN_A,109.7867,109.8719,106.1186,106.3851,3105236,106.3851
2022-05-16,SYN_A,106.7034,107.9533,104.5429,105.8703,2496492,105.8703
2022-05-17,SYN_A,105.9700,109.3982,105.1035,107.8236,1882256,107.8236
2022-05-18,SYN_A,107.8535,109.0166,107.6322,108.8894,1527250,108.8894
2022-05-19,SYN_A,109.2457,109.2521,107.7737,107.7826,2529310,107.7826
2022-05-20,SYN_A,108.0133,108.3146,107.9977,108.2177,1144228,108.2177
2022-05-23,SYN_A,108.3913,108.4512,104.7331,104.7534,4454193,104.7534
2022-05-24,SYN_A,104.5597,106.8903,103.9814,106.8806,1254147,106.8806
2022-05-25,SYN_A,106.9735,109.1188,106.1793,106.8733,2879294,106.8733
2022-05-26,SYN_A,106.9392,107.1707,106.1228,106.5507,1353205,106.5507
2022-05-27,SYN_A,106.7547,108.1019,104.7292,105.9409,1182121,105.9409
2022-05-30,SYN_A,106.1730,109.2735,106.1053,108.7680,4933184,108.7680
2022-05-31,SYN_A,108.6320,110.1073,108.4042,109.8619,3019420,109.8619
2022-06-01,SYN_A,109.9151,111.3315,109.7859,111.0310,1924601,111.0310
2022-06-02,SYN_A,111.0293,111.1923,108.1891,109.5537,1585315,109.5537
2022-06-03,SYN_A,109.5336,110.0780,108.2010,108.4319,2359466,108.4319
2022-06-06,SYN_A,108.5856,109.2030,104.3539,104.9213,3147264,104.9213
2022-06-07,SYN_A,104.8542,105.6013,104.5726,105.5260,2327387,105.5260
2022-06-08,SYN_A,105.6605,106.0948,105.6314,105.9483,3278967,105.9483
2022-06-09,SYN_A,106.1046,106.1835,104.1936,104.3402,1951661,104.3402
2022-06-10,SYN_A,104.1163,106.5011,103.1529,104.9253,1737395,104.9253
2022-06-13,SYN_A,104.7998,106.0390,103.4476,103.4978,2637158,103.4978
2022-06-14,SYN_A,103.5300,103.8389,102.7953,103.5506,2658719,103.5506
2022-06-15,SYN_A,103.5762,104.3500,103.0705,103.4319,1877258,103.4319
2022-06-16,SYN_A,103.7367,104.3527,101.8760,102.5329,2307990,102.5329
2022-06-17,SYN_A,102.7302,103.2133,100.2945,100.8111,2802453,100.8111
2022-06-20,SYN_A,101.2870,102.8059,99.9839,101.3044,2435075,101.3044
2022-06-21,SYN_A,101.2091,101.6945,100.8541,101.2960,3019448,101.2960
2022-06-22,SYN_A,101.3051,101.8380,100.0938,100.1574,3332265,100.1574
2022-06-23,SYN_A,100.3892,100.5481,99.9085,100.0409,1632594,100.0409
2022-06-24,SYN_A,99.8022,99.8693,99.1525,99.2462,1739210,99.2462
2022-06-27,SYN_A,98.9285,99.3925,96.9586,97.1949,2242685,97.1949
2022-06-28,SYN_A,97.2662,97.7685,96.0964,96.2985,2212751,96.2985
2022-06-29,SYN_A,96.7276,98.0815,96.5120,97.7862,2871398,97.7862
2022-06-30,SYN_A,98.1188,98.4120,98.0020,98.2719,2188846,98.2719
2022-07-01,SYN_A,98.2805,99.3646,96.4457,97.9717,3006433,97.9717
2022-07-04,SYN_A,97.8188,98.6024,97.6733,97.8401,2312050,97.8401
2022-07-05,SYN_A,97.5980,98.4349,97.5241,98.2787,2793420,98.2787
2022-07-06,SYN_A,97.8804,98.5321,97.6042,98.2221,1208062,98.2221
2022-07-07,SYN_A,98.1621,98.5296,97.9470,98.5158,1913849,98.5158
2022-07-08,SYN_A,98.8280,100.4423,97.1944,98.3115,2241338,98.3115
2022-07-11,SYN_A,98.0176,98.0980,97.3902,97.4293,5199775,97.4293
2022-07-12,SYN_A,97.5885,98.1603,97.5294,98.0300,1350879,98.0300
2022-07-13,SYN_A,98.2315,98.9760,97.8818,98.7022,2636458,98.7022
2022-07-14,SYN_A,98.3927,98.8945,97.1446,98.2727,3126991,98.2727
2022-07-15,SYN_A,98.1597,100.5716,97.1203,99.6677,1578787,99.6677
2022-07-18,SYN_A,99.3751,100.6050,97.1829,98.0026,1727393,98.0026
2022-07-19,SYN_A,97.9972,98.1771,97.1203,97.3910,1417837,97.3910
2022-07-20,SYN_A,97.2459,98.1226,97.1419,98.0883,2608827,98.0883
2022-07-21,SYN_A,97.8086,99.4068,97.2104,98.7185,5066274,98.7185
2022-07-22,SYN_A,98.6271,99.0081,98.3983,98.7618,1345979,98.7618
2022-07-25,SYN_A,98.7728,98.7908,93.7740,93.9819,1886863,93.9819
2022-07-26,SYN_A,93.8450,94.4672,91.7030,91.7176,2894563,91.7176
2022-07-27,SYN_A,91.6497,92.6697,90.6147,91.6614,2138951,91.6614
2022-07-28,SYN_A,91.4913,92.4754,88.0056,88.7556,3023322,88.7556
2022-07-29,SYN_A,88.6759,88.8038,88.4542,88.5490,3809924,88.5490
2022-08-01,SYN_A,88.6555,90.4388,87.7595,89.7985,2151051,89.7985
2022-08-02,SYN_A,89.7972,91.2192,89.7747,91.0649,954849,91.0649
2022-08-03,SYN_A,91.0068,91.6954,90.8801,91.0473,1984008,91.0473
2022-08-04,SYN_A,91.2126,92.1902,90.7166,91.8363,3142793,91.8363
2022-08-05,SYN_A,91.8431,91.9600,91.7385,91.8972,2178444,91.8972
2022-08-08,SYN_A,91.8434,92.4225,90.9486,91.6497,1974249,91.6497
2022-08-09,SYN_A,91.5198,92.1542,91.1028,91.3909,3031772,91.3909
2022-08-10,SYN_A,91.5293,93.6626,90.6865,92.8199,2729635,92.8199
2022-08-11,SYN_A,92.4594,92.5360,91.6105,91.8109,2453234,91.8109
2022-08-12,SYN_A,91.8071,93.8856,91.7746,93.4943,1982756,93.4943
2022-08-15,SYN_A,93.2558,93.8461,93.1074,93.5715,1751916,93.5715
2022-08-16,SYN_A,93.3678,94.0534,93.2958,93.3149,3496442,93.3149
2022-08-17,SYN_A,93.0585,95.0876,92.8633,95.0372,3007761,95.0372
2022-08-18,SYN_A,95.2139,95.7364,94.9893,95.5269,1912848,95.5269
2022-08-19,SYN_A,95.3483,95.9402,93.3610,93.6972,2602045,93.6972
2022-08-22,SYN_A,93.6813,94.3513,93.1176,94.2348,4452328,94.2348
2022-08-23,SYN_A,94.5167,95.4107,93.1323,93.9395,2316583,93.9395
2022-08-24,SYN_A,93.9879,94.9958,93.9790,94.9765,2186737,94.9765
2022-08-25,SYN_A,95.0047,96.4400,94.9464,96.3416,3539629,96.3416
2022-08-26,SYN_A,96.1001,96.7987,92.8632,93.1376,2242883,93.1376
2022-08-29,SYN_A,93.2948,93.7748,93.2412,93.7309,1591128,93.7309
2022-08-30,SYN_A,93.6877,95.1367,90.6706,94.5190,1531826,94.5190
2022-08-31,SYN_A,94.6237,95.7590,94.5889,95.7473,2549000,95.7473
2022-09-01,SYN_A,95.9503,96.7177,95.8461,96.0032,1879930,96.0032
2022-09-02,SYN_A,96.1761,96.5453,93.4641,93.5310,2292082,93.5310
2022-09-05,SYN_A,93.2311,93.4707,92.9028,93.4122,2533299,93.4122
2022-09-06,SYN_A,93.3405,94.0741,91.7405,92.8476,4296240,92.8476
2022-09-07,SYN_A,92.8134,94.9845,92.6082,94.7300,2209564,94.7300
2022-09-08,SYN_A,94.7496,94.8009,94.3231,94.3373,2367946,94.3373
2022-09-09,SYN_A,94.2514,95.7297,94.1337,95.2510,1760826,95.2510
2022-09-12,SYN_A,95.3338,95.4135,93.7760,95.1522,2069602,95.1522
2022-09-13,SYN_A,95.0660,95.7739,95.0389,95.2019,4076727,95.2019
2022-09-14,SYN_A,95.3611,95.5243,94.4804,94.8166,2627770,94.8166
2022-09-15,SYN_A,94.7830,94.8601,92.6213,92.7015,2039146,92.7015
2022-09-16,SYN_A,92.9435,94.5423,91.9686,93.6737,2031117,93.6737
2022-09-19,SYN_A,93.4919,94.7172,93.2347,94.4249,2779552,94.4249
2022-09-20,SYN_A,94.3184,94.9388,94.2870,94.6227,3527721,94.6227
2022-09-21,SYN_A,94.9282,95.9923,94.6074,95.8425,2332953,95.8425
2022-09-22,SYN_A,95.8877,96.1334,95.8508,96.1131,1763764,96.1131
2022-09-23,SYN_A,96.0812,98.0614,95.6881,97.6827,2163447,97.6827
2022-09-26,SYN_A,97.8146,98.1061,94.7224,95.1126,1108971,95.1126
2022-09-27,SYN_A,95.3014,95.3516,95.0336,95.0861,1929315,95.0861
2022-09-28,SYN_A,95.3050,95.3089,94.9799,95.0691,2292042,95.0691
2022-09-29,SYN_A,95.1123,95.3300,93.1198,93.1266,2481286,93.1266
2022-09-30,SYN_A,92.9694,93.9452,92.9347,93.7631,2618341,93.7631
2022-10-03,SYN_A,93.7345,94.8752,93.2308,94.6706,4698971,94.6706
2022-10-04,SYN_A,94.5885,95.7208,92.1393,95.1966,1538107,95.1966
2022-10-05,SYN_A,95.2548,95.2645,92.8868,93.0384,3051758,93.0384
2022-10-06,SYN_A,92.7604,96.9382,91.7948,95.0772,4560436,95.0772
2022-10-07,SYN_A,95.2749,95.4349,93.3462,93.8525,1795055,93.8525
2022-10-10,SYN_A,93.8436,94.6808,92.1375,92.8917,2014927,92.8917
2022-10-11,SYN_A,92.6328,92.7826,90.9124,91.0194,1719097,91.0194
2022-10-12,SYN_A,90.8682,90.9256,90.5687,90.5979,1459238,90.5979
2022-10-13,SYN_A,90.5131,90.8745,89.7507,89.9447,3545288,89.9447
2022-10-14,SYN_A,90.2043,90.5128,88.0968,88.5249,2371694,88.5249
2022-10-17,SYN_A,88.6735,88.7997,87.1614,87.1749,4206485,87.1749
2022-10-18,SYN_A,87.2614,88.9264,87.0121,88.1662,2064514,88.1662
2022-10-19,SYN_A,87.9508,87.9617,87.1718,87.1737,1463843,87.1737
2022-10-20,SYN_A,87.2211,88.7492,86.4908,88.1950,1546114,88.1950
2022-10-21,SYN_A,88.2545,91.2311,86.7194,90.6601,2257458,90.6601
2022-10-24,SYN_A,90.7786,91.3161,90.6393,91.1456,1379162,91.1456
2022-10-25,SYN_A,91.1853,92.9934,89.4489,89.7608,2127238,89.7608
2022-10-26,SYN_A,89.9397,90.6641,89.7550,90.5169,2536534,90.5169
2022-10-27,SYN_A,90.5175,92.1127,90.5053,91.6512,2493043,91.6512
2022-10-28,SYN_A,91.6847,92.9115,91.6315,92.6410,1849279,92.6410
2022-10-31,SYN_A,92.7322,93.5099,92.6667,93.0538,2407933,93.0538
2022-11-01,SYN_A,93.2744,95.1724,92.0531,95.0466,2716723,95.0466
2022-11-02,SYN_A,95.1854,96.1792,95.1486,96.1264,2722978,96.1264
2022-11-03,SYN_A,96.4156,97.4570,95.1479,95.8512,1804112,95.8512
2022-11-04,SYN_A,96.0307,98.9359,95.8135,97.1800,2321955,97.1800
2022-11-07,SYN_A,97.1152,99.5897,96.6377,98.0818,1925418,98.0818
2022-11-08,SYN_A,97.8910,99.8526,97.5294,99.0425,1857607,99.0425
2022-11-09,SYN_A,98.9111,99.3068,98.5551,99.2654,3044568,99.2654
2022-11-10,SYN_A,99.3314,99.9746,98.3960,99.8118,1777905,99.8118
2022-11-11,SYN_A,99.9394,100.6351,97.2449,98.1876,2813012,98.1876
2022-11-14,SYN_A,97.9665,99.0552,96.0531,98.2333,1371742,98.2333
2022-11-15,SYN_A,98.1879,99.0791,97.4881,98.2094,2115451,98.2094
2022-11-16,SYN_A,98.4691,98.4775,97.1678,97.1718,2163339,97.1718
2022-11-17,SYN_A,97.4087,97.4136,95.7158,95.7203,2086223,95.7203
2022-11-18,SYN_A,95.2257,95.2345,93.5513,93.8552,3089599,93.8552
2022-11-21,SYN_A,93.9113,95.5553,91.5002,95.0954,3452526,95.0954
2022-11-22,SYN_A,95.0398,97.6019,94.0967,96.9955,3077563,96.9955
2022-11-23,SYN_A,96.8229,97.2729,96.2053,96.7273,1596472,96.7273
2022-11-24,SYN_A,96.6566,99.0058,96.5023,99.0001,3315812,99.0001
2022-11-25,SYN_A,99.0931,99.8194,99.0876,99.3644,3527159,99.3644
2022-11-28,SYN_A,99.0878,99.1332,96.4675,96.5191,1175385,96.5191
2022-11-29,SYN_A,96.9577,98.2949,95.6608,96.4376,2460726,96.4376
2022-11-30,SYN_A,96.8844,97.7029,95.7825,96.3584,1067880,96.3584
2022-12-01,SYN_A,96.2948,96.7621,93.4636,94.9744,2251778,94.9744
2022-12-02,SYN_A,94.9406,96.3103,94.7470,96.0226,3394053,96.0226
2022-12-05,SYN_A,96.2201,97.4769,95.2225,96.3501,1843172,96.3501
2022-12-06,SYN_A,96.0460,96.2054,94.9941,95.1245,2726141,95.1245
2022-12-07,SYN_A,95.2066,95.2892,94.2316,94.3130,1304503,94.3130
2022-12-08,SYN_A,94.1225,95.6977,91.8772,92.6042,3140007,92.6042
2022-12-09,SYN_A,92.4428,92.7862,91.4518,92.4901,2828855,92.4901
2022-12-12,SYN_A,92.2359,92.9669,92.0705,92.8150,2419179,92.8150
2022-12-13,SYN_A,92.8155,92.9396,91.2720,91.7002,2238501,91.7002
2022-12-14,SYN_A,91.4536,94.6764,90.7799,93.8200,1945690,93.8200
2022-12-15,SYN_A,93.6290,93.7217,92.6970,92.7922,3179678,92.7922
2022-12-16,SYN_A,92.9743,94.2496,91.2005,93.5107,1847857,93.5107
2022-12-19,SYN_A,93.5706,93.9052,91.7577,91.9070,2041517,91.9070
2022-12-20,SYN_A,91.7789,92.0236,90.9809,91.1447,2884474,91.1447
2022-12-21,SYN_A,90.9340,91.3135,90.2724,90.8429,2324170,90.8429
2022-12-22,SYN_A,90.6695,92.0968,90.5638,91.9651,1507719,91.9651
2022-12-23,SYN_A,91.9269,92.9267,91.3966,91.7472,1623525,91.7472
2022-12-26,SYN_A,91.8937,91.9117,90.5589,91.1781,2959496,91.1781
2022-12-27,SYN_A,91.2168,92.4431,90.7128,91.9452,2973101,91.9452
2022-12-28,SYN_A,91.5294,92.8971,90.5303,92.3388,2483976,92.3388
2022-12-29,SYN_A,92.3598,93.9371,92.2003,93.8165,2296972,93.8165
2022-12-30,SYN_A,93.7153,94.0860,91.5897,92.4441,1968634,92.4441
2023-01-02,SYN_A,92.3194,92.3213,92.2418,92.2431,3193000,92.2431
2023-01-03,SYN_A,92.3476,92.5539,92.0956,92.2817,1719495,92.2817
2023-01-04,SYN_A,92.3217,92.3244,91.3053,91.3086,2869429,91.3086
2023-01-05,SYN_A,91.1937,91.2048,91.0502,91.1790,2658176,91.1790
2023-01-06,SYN_A,91.1591,91.8718,89.7306,89.8216,3511888,89.8216
2023-01-09,SYN_A,89.5293,89.9881,88.7532,89.4709,1747276,89.4709
2023-01-10,SYN_A,89.1808,89.6292,88.5087,88.5868,1210682,88.5868
2023-01-11,SYN_A,88.4235,88.8352,87.8736,88.3054,1699673,88.3054
2023-01-12,SYN_A,88.5289,88.8094,88.0621,88.0855,2316666,88.0855
2023-01-13,SYN_A,88.1012,88.7271,86.5844,87.5420,1565654,87.5420
2023-01-16,SYN_A,87.4119,89.2727,87.0898,89.1643,2491111,89.1643
2023-01-17,SYN_A,89.3784,89.6902,87.6430,88.6464,1566533,88.6464
2023-01-18,SYN_A,88.6669,89.2150,87.3918,87.4799,2696164,87.4799
2023-01-19,SYN_A,87.6679,87.9490,86.0588,86.2202,1743181,86.2202
2023-01-20,SYN_A,86.3203,86.3648,84.1231,85.3579,2984605,85.3579
2023-01-23,SYN_A,85.5160,85.6742,84.2393,84.4427,1881354,84.4427
2023-01-24,SYN_A,84.5479,84.8115,83.7616,83.9050,3063278,83.9050
2023-01-25,SYN_A,84.0356,86.3797,83.6589,84.9139,2237414,84.9139
2023-01-26,SYN_A,85.0763,85.2779,84.0285,84.5438,2944299,84.5438
2023-01-27,SYN_A,84.3056,84.4054,83.5162,83.5858,1942000,83.5858
2023-01-30,SYN_A,83.7902,83.9766,83.2094,83.3125,1511147,83.3125
2023-01-31,SYN_A,83.1575,83.5904,82.4378,83.1226,2073253,83.1226
2023-02-01,SYN_A,82.8696,84.0104,82.8057,83.8115,1563988,83.8115
2023-02-02,SYN_A,83.4047,83.8972,82.8367,83.2672,2225318,83.2672
2023-02-03,SYN_A,82.9866,83.8965,82.9195,83.8939,3523835,83.8939
2023-02-06,SYN_A,84.0094,84.3257,82.0669,82.5136,2450069,82.5136
2023-02-07,SYN_A,82.5348,82.8530,80.0614,80.5620,2585869,80.5620
2023-02-08,SYN_A,80.7566,81.1965,79.7498,80.2081,1423116,80.2081
2023-02-09,SYN_A,80.5070,81.1451,80.4758,80.5383,3202814,80.5383
2023-02-10,SYN_A,80.9624,81.1459,80.2197,80.3220,2116858,80.3220
2023-02-13,SYN_A,80.4553,81.1241,79.9247,80.9932,1109393,80.9932
2023-02-14,SYN_A,80.9175,82.0386,80.5912,81.2793,1765318,81.2793
2023-02-15,SYN_A,81.3397,81.5353,81.3216,81.4461,1793324,81.4461
2023-02-16,SYN_A,81.5782,83.2232,81.4037,82.6576,1559909,82.6576
2023-02-17,SYN_A,82.5511,82.6119,82.2298,82.3490,2474741,82.3490
2023-02-20,SYN_A,82.3162,83.0145,80.7936,82.6016,2876396,82.6016
2023-02-21,SYN_A,82.8484,84.2121,82.7380,84.2075,6518224,84.2075
2023-02-22,SYN_A,84.2365,85.0099,83.9666,84.7386,2660742,84.7386
2023-02-23,SYN_A,84.6426,85.5141,84.5593,85.3324,2052335,85.3324
2023-02-24,SYN_A,85.1638,87.7094,84.6145,86.1430,2734337,86.1430
2023-02-27,SYN_A,86.2421,86.4177,85.8642,86.0288,1348957,86.0288
2023-02-28,SYN_A,86.1063,86.6253,86.0507,86.4751,1715199,86.4751
2023-03-01,SYN_A,86.3113,86.9773,85.8907,86.3287,1929653,86.3287
2023-03-02,SYN_A,86.1843,87.1050,85.5431,86.6197,1514407,86.6197
2023-03-03,SYN_A,86.7605,87.0896,86.7041,87.0745,4646274,87.0745
2023-03-06,SYN_A,86.8308,87.8454,85.8591,86.8981,1555128,86.8981
2023-03-07,SYN_A,87.0294,89.3964,86.4911,87.7866,2545998,87.7866
2023-03-08,SYN_A,87.5729,87.9548,85.0689,85.1775,4059255,85.1775
2023-03-09,SYN_A,85.1340,86.0390,85.0505,86.0058,1112983,86.0058
2023-03-10,SYN_A,86.0961,87.0006,84.4504,85.1837,2748847,85.1837
2023-03-13,SYN_A,85.6247,86.1879,84.0745,84.3160,2739330,84.3160
2023-03-14,SYN_A,84.4247,84.8094,84.1805,84.7721,3988135,84.7721
2023-03-15,SYN_A,84.6934,84.9999,84.5952,84.8940,3127109,84.8940
2023-03-16,SYN_A,85.0896,87.1711,85.0134,85.9669,935812,85.9669
2023-03-17,SYN_A,85.8032,86.1194,85.7676,86.0930,3997673,86.0930
2023-03-20,SYN_A,86.0796,86.6142,85.1018,85.2433,1662848,85.2433
2023-03-21,SYN_A,85.2375,85.2628,85.0090,85.1158,3852616,85.1158
2023-03-22,SYN_A,85.4573,85.5408,84.2936,84.3856,3373759,84.3856
2023-03-23,SYN_A,84.2233,84.4800,82.7933,82.8722,1216508,82.8722
2023-03-24,SYN_A,82.9548,83.0746,82.7410,82.8587,2603720,82.8587
2023-03-27,SYN_A,82.7111,83.1999,81.5318,81.6595,2327013,81.6595
2023-03-28,SYN_A,81.9069,82.6023,81.8781,82.3397,2444960,82.3397
2023-03-29,SYN_A,82.4517,82.9896,81.6091,82.0775,1753731,82.0775
2023-03-30,SYN_A,81.8574,82.7599,80.0495,80.9000,3126969,80.9000
2023-03-31,SYN_A,80.9472,81.1414,80.4544,80.5794,1376748,80.5794
2023-04-03,SYN_A,80.6545,80.6620,78.3153,78.4545,2312786,78.4545
2023-04-04,SYN_A,78.3787,78.3874,77.7710,77.8591,4304066,77.8591
2023-04-05,SYN_A,77.9156,77.9945,76.8461,76.9572,2830422,76.9572
2023-04-06,SYN_A,76.8574,76.8672,76.2517,76.3008,2853457,76.3008
2023-04-07,SYN_A,76.4208,77.3862,76.0209,77.1539,4607246,77.1539
2023-04-10,SYN_A,77.0637,77.1308,76.6165,76.7196,1567660,76.7196
2023-04-11,SYN_A,76.6432,78.6583,76.6071,78.2557,4703760,78.2557
